order_id,item_name,quantity,order_datetime
ORD0001,Corn Elote,2,2024-03-11 22:33
ORD0001,Churros,1,2024-03-11 22:33
ORD0001,Taco Salad,3,2024-03-11 22:33
ORD0002,Tequila Shot,1,2024-03-20 20:05
ORD0002,Chicken Burrito,1,2024-03-20 20:05
ORD0003,Margarita,1,2024-03-21 11:06
ORD0003,Tequila Shot,1,2024-03-21 11:06
ORD0003,Steak Fajitas,2,2024-03-21 11:06
ORD0004,Churros,1,2024-03-04 08:46
ORD0005,Corn Elote,1,2024-03-08 20:13
ORD0005,Enchiladas,3,2024-03-08 20:13
ORD0006,Loaded Nachos,1,2024-03-16 10:01
ORD0006,Churros,3,2024-03-16 10:01
ORD0007,Tequila Shot,1,2024-03-16 14:44
ORD0007,Steak Fajitas,3,2024-03-16 14:44
ORD0008,Chicken Burrito,3,2024-03-28 22:58
ORD0009,Corn Elote,3,2024-03-17 14:19
ORD0009,Margarita,3,2024-03-17 14:19
ORD0010,Fish Tacos,1,2024-03-28 12:28
ORD0011,Jalapeno Poppers,1,2024-03-17 22:40
ORD0012,Corn Elote,3,2024-03-09 20:38
ORD0012,Margarita,2,2024-03-09 20:38
ORD0013,Tequila Shot,1,2024-03-23 18:43
ORD0013,Churros,2,2024-03-23 18:43
ORD0014,Margarita,1,2024-03-15 14:06
ORD0014,Fish Tacos,1,2024-03-15 14:06
ORD0015,Pico de Gallo,1,2024-03-30 15:24
ORD0016,Margarita,1,2024-03-02 13:29
ORD0016,Chicken Burrito,2,2024-03-02 13:29
ORD0017,Jalapeno Poppers,2,2024-03-29 10:27
ORD0018,Pico de Gallo,1,2024-03-23 18:20
ORD0019,Tequila Shot,2,2024-03-06 08:52
ORD0020,Churros,2,2024-03-09 09:36
ORD0020,Pico de Gallo,1,2024-03-09 09:36
ORD0021,Corn Elote,3,2024-03-01 15:20
ORD0021,Jalapeno Poppers,3,2024-03-01 15:20
ORD0021,Margarita,2,2024-03-01 15:20
ORD0022,Churros,3,2024-03-15 21:51
ORD0023,Margarita,1,2024-03-24 21:33
ORD0024,Quesadilla,3,2024-03-11 16:08
ORD0024,Steak Fajitas,3,2024-03-11 16:08
ORD0025,Corn Elote,3,2024-03-01 21:33
ORD0025,Enchiladas,2,2024-03-01 21:33
ORD0025,Steak Fajitas,2,2024-03-01 21:33
ORD0026,Margarita,1,2024-03-30 10:32
ORD0026,Quesadilla,3,2024-03-30 10:32
ORD0026,Tequila Shot,3,2024-03-30 10:32
ORD0026,Steak Fajitas,1,2024-03-30 10:32
ORD0027,Margarita,2,2024-03-17 08:36
ORD0027,Taco Salad,1,2024-03-17 08:36
ORD0028,Tequila Shot,1,2024-03-30 20:53
ORD0029,Tequila Shot,3,2024-03-03 15:32
ORD0030,Corn Elote,3,2024-03-26 15:50
ORD0030,Margarita,3,2024-03-26 15:50
ORD0031,Tequila Shot,2,2024-03-23 15:26
ORD0031,Steak Fajitas,3,2024-03-23 15:26
ORD0032,Mole Chicken,2,2024-03-15 09:33
ORD0033,Loaded Nachos,3,2024-03-08 20:44
ORD0034,Corn Elote,1,2024-03-12 08:55
ORD0034,Churros,2,2024-03-12 08:55
ORD0034,Taco Salad,3,2024-03-12 08:55
ORD0035,Loaded Nachos,1,2024-03-04 17:24
ORD0035,Churros,2,2024-03-04 17:24
ORD0036,Churros,1,2024-03-21 12:38
ORD0036,Fish Tacos,2,2024-03-21 12:38
ORD0037,Fish Tacos,2,2024-03-20 18:52
ORD0038,Enchiladas,3,2024-03-23 17:34
ORD0038,Margarita,2,2024-03-23 17:34
ORD0038,Fish Tacos,1,2024-03-23 17:34
ORD0039,Churros,2,2024-03-28 21:50
ORD0040,Corn Elote,2,2024-03-17 14:27
ORD0040,Tequila Shot,3,2024-03-17 14:27
ORD0041,Tequila Shot,2,2024-03-05 18:31
ORD0041,Steak Fajitas,3,2024-03-05 18:31
ORD0042,Corn Elote,1,2024-03-30 09:40
ORD0042,Steak Fajitas,3,2024-03-30 09:40
ORD0043,Corn Elote,3,2024-03-12 15:32
ORD0043,Tequila Shot,2,2024-03-12 15:32
ORD0043,Enchiladas,2,2024-03-12 15:32
ORD0043,Loaded Nachos,3,2024-03-12 15:32
ORD0044,Mole Chicken,3,2024-03-06 22:39
ORD0044,Steak Fajitas,3,2024-03-06 22:39
ORD0044,Fish Tacos,3,2024-03-06 22:39
ORD0045,Margarita,3,2024-03-30 18:09
ORD0045,Pico de Gallo,2,2024-03-30 18:09
ORD0046,Corn Elote,2,2024-03-29 18:13
ORD0046,Churros,1,2024-03-29 18:13
ORD0047,Corn Elote,2,2024-03-27 12:54
ORD0047,Loaded Nachos,1,2024-03-27 12:54
ORD0047,Mole Chicken,1,2024-03-27 12:54
ORD0047,Margarita,3,2024-03-27 12:54
ORD0048,Corn Elote,1,2024-03-13 16:30
ORD0048,Margarita,1,2024-03-13 16:30
ORD0048,Steak Fajitas,1,2024-03-13 16:30
ORD0048,Pico de Gallo,1,2024-03-13 16:30
ORD0049,Quesadilla,2,2024-03-21 16:49
ORD0050,Margarita,2,2024-03-18 23:55
ORD0050,Steak Fajitas,3,2024-03-18 23:55
ORD0050,Chicken Burrito,3,2024-03-18 23:55
ORD0051,Corn Elote,2,2024-03-25 08:37
ORD0051,Tres Leches Cake,2,2024-03-25 08:37
ORD0051,Margarita,1,2024-03-25 08:37
ORD0052,Loaded Nachos,3,2024-03-11 14:01
ORD0052,Churros,2,2024-03-11 14:01
ORD0052,Margarita,1,2024-03-11 14:01
ORD0053,Quesadilla,2,2024-03-03 11:03
ORD0053,Margarita,3,2024-03-03 11:03
ORD0053,Steak Fajitas,1,2024-03-03 11:03
ORD0054,Enchiladas,2,2024-03-24 12:55
ORD0055,Tequila Shot,3,2024-03-24 16:31
ORD0055,Churros,3,2024-03-24 16:31
ORD0055,Taco Salad,3,2024-03-24 16:31
ORD0055,Fish Tacos,3,2024-03-24 16:31
ORD0056,Tequila Shot,2,2024-03-24 08:40
ORD0056,Churros,2,2024-03-24 08:40
ORD0056,Loaded Nachos,1,2024-03-24 08:40
ORD0057,Churros,3,2024-03-17 19:33
ORD0057,Margarita,3,2024-03-17 19:33
ORD0058,Corn Elote,3,2024-03-22 10:58
ORD0058,Enchiladas,3,2024-03-22 10:58
ORD0059,Loaded Nachos,1,2024-03-01 16:47
ORD0060,Churros,2,2024-03-09 19:33
ORD0060,Enchiladas,3,2024-03-09 19:33
ORD0060,Margarita,3,2024-03-09 19:33
ORD0061,Corn Elote,3,2024-03-16 21:28
ORD0061,Tequila Shot,2,2024-03-16 21:28
ORD0061,Churros,1,2024-03-16 21:28
ORD0061,Chicken Burrito,3,2024-03-16 21:28
ORD0062,Steak Fajitas,3,2024-03-27 10:58
ORD0063,Margarita,1,2024-03-01 08:04
ORD0063,Fish Tacos,1,2024-03-01 08:04
ORD0064,Corn Elote,3,2024-03-05 18:43
ORD0064,Tequila Shot,2,2024-03-05 18:43
ORD0064,Tres Leches Cake,2,2024-03-05 18:43
ORD0065,Enchiladas,1,2024-03-10 13:59
ORD0065,Fish Tacos,3,2024-03-10 13:59
ORD0066,Corn Elote,2,2024-03-13 09:29
ORD0066,Churros,2,2024-03-13 09:29
ORD0066,Margarita,1,2024-03-13 09:29
ORD0067,Corn Elote,1,2024-03-05 22:35
ORD0067,Loaded Nachos,2,2024-03-05 22:35
ORD0067,Margarita,3,2024-03-05 22:35
ORD0068,Tequila Shot,1,2024-03-28 13:54
ORD0068,Churros,3,2024-03-28 13:54
ORD0069,Tequila Shot,3,2024-03-03 08:18
ORD0070,Tequila Shot,2,2024-03-22 13:43
ORD0070,Tres Leches Cake,3,2024-03-22 13:43
ORD0071,Tequila Shot,3,2024-03-25 19:50
ORD0071,Fish Tacos,1,2024-03-25 19:50
ORD0072,Taco Salad,3,2024-03-02 18:56
ORD0073,Corn Elote,2,2024-03-27 13:35
ORD0073,Margarita,1,2024-03-27 13:35
ORD0074,Mole Chicken,3,2024-03-27 11:27
ORD0075,Churros,1,2024-03-12 10:00
ORD0076,Margarita,1,2024-03-17 09:06
ORD0076,Pico de Gallo,2,2024-03-17 09:06
ORD0077,Churros,1,2024-03-03 13:56
ORD0077,Steak Fajitas,3,2024-03-03 13:56
ORD0078,Margarita,1,2024-03-26 09:10
ORD0079,Margarita,2,2024-03-09 12:23
ORD0080,Churros,1,2024-03-14 09:24
ORD0081,Tequila Shot,1,2024-03-02 14:44
ORD0082,Loaded Nachos,2,2024-03-20 22:12
ORD0082,Margarita,1,2024-03-20 22:12
ORD0082,Steak Fajitas,2,2024-03-20 22:12
ORD0083,Churros,3,2024-03-29 17:37
ORD0084,Corn Elote,3,2024-03-16 23:35
