order_id,item_name,quantity,order_datetime
ORD0001,Filet Mignon,1,2024-03-07 08:03
ORD0001,Chocolate Brownie,2,2024-03-07 08:03
ORD0002,  CRAFT BEER  ,3,2024-03-20 14:55
ORD0003,Red Wine Glass,3,2024-03-02 19:28
ORD0003,Mashed Potatoes,1,2024-03-02 19:28
ORD0004,Filet Mignon,1,2024-03-17 20:29
ORD0005,Mashed Potatoes,2,2024-03-02 17:29
ORD0006,Red Wine Glass,1,2024-03-05 12:28
ORD0007,Deleted Item #404,1,2024-03-13 08:13
ORD0007,,1,2024-03-13 08:13
ORD0007,Red Wine Glass,1,invalid_date_99
ORD0008,Deleted Item #404,2,2024-03-16 17:56
ORD0008,Chicken Wings,-10,2024-03-16 17:56
ORD0008,,2,2024-03-16 17:56
ORD0009,Deleted Item #404,2,2024-03-24 11:58
ORD0009,Deleted Item #404,3,2024-03-24 11:58
ORD0010,Classic Burger,2,2024-03-18 12:01
ORD0010,Mashed Potatoes,1,2024-03-18 12:01
ORD0010,Chocolate Brownie,2,2024-03-18 12:01
ORD0011,Bacon Burger,3,2024-03-10 16:12
ORD0011,Ribeye Steak,1,2024-03-10 16:12
ORD0011,Chocolate Brownie,3,2024-03-10 16:12
ORD0012,Chocolate Brownie,3,2024-03-18 13:42
ORD0013,Lamb Chops,1,2024-03-05 20:12
ORD0014,Filet Mignon,2,2024-03-21 20:19
ORD0014,Chocolate Brownie,2,2024-03-21 20:19
ORD0015,Red Wine Glass,3,2024-03-05 12:33
ORD0015,Classic Burger,1,2024-03-05 12:33
ORD0015,T-Bone Steak,2,2024-03-05 12:33
ORD0016,Classic Burger,1,2024-03-14 20:34
ORD0016,Filet Mignon,2,2024-03-14 20:34
ORD0016,Craft Beer,1,2024-03-14 20:34
ORD0017,Classic Burger,3,2024-03-22 10:21
ORD0017,Bacon Burger,1,2024-03-22 10:21
ORD0018,  BACON BURGER  ,3,2024-03-11 11:42
ORD0018,Filet Mignon,3,2024-03-11 11:42
ORD0018,Chocolate Brownie,1,2024-03-11 11:42
ORD0019,  CLASSIC BURGER  ,3,2024-03-12 16:12
ORD0019,T-Bone Steak,2,2024-03-12 16:12
ORD0020,Mashed Potatoes,2,2024-03-12 14:12
ORD0020,New York Cheesecake,1,2024-03-12 14:12
ORD0021,Classic Burger,2,invalid_date_99
ORD0021,Mashed Potatoes,-10,2024-03-25 10:36
ORD0021,French Fries,-10,2024-03-25 10:36
ORD0022,  MASHED POTATOES  ,1,2024-03-25 12:07
ORD0023,Red Wine Glass,3,2024-03-18 08:16
ORD0023,Bacon Burger,3,2024-03-18 08:16
ORD0024,Mashed Potatoes,3,2024-03-17 23:35
ORD0024,Onion Rings,1,2024-03-17 23:35
ORD0025,Mashed Potatoes,2,2024-03-19 09:38
ORD0026,  NEW YORK CHEESECAKE  ,3,2024-03-18 14:37
ORD0026,  CHOCOLATE BROWNIE  ,3,2024-03-18 14:37
ORD0026,T-Bone Steak,2,2024-03-18 14:37
ORD0027,Bacon Burger,3,2024-03-23 23:49
ORD0027,Filet Mignon,2,2024-03-23 23:49
ORD0027,  T-BONE STEAK  ,3,2024-03-23 23:49
ORD0028,Red Wine Glass,2,2024-03-18 22:10
ORD0028,Classic Burger,2,2024-03-18 22:10
ORD0029,,2,2024-03-22 15:45
ORD0029,Lamb Chops,-10,2024-03-22 15:45
ORD0030,Classic Burger,2,2024-03-08 10:32
ORD0031,Grilled Corn,2,2024-03-06 16:48
ORD0031,Chicken Wings,1,2024-03-06 16:48
ORD0032,Classic Burger,1,2024-03-06 12:11
ORD0032,Red Wine Glass,2,2024-03-06 12:11
ORD0032,Chocolate Brownie,3,2024-03-06 12:11
ORD0033,Classic Burger,3,2024-03-29 12:35
ORD0034,T-Bone Steak,1,2024-03-29 15:50
ORD0035,Classic Burger,1,2024-03-06 20:14
ORD0036,Grilled Corn,3,2024-03-26 12:54
ORD0036,Red Wine Glass,3,2024-03-26 12:54
ORD0037,Filet Mignon,1,2024-03-05 22:18
ORD0037,New York Cheesecake,1,2024-03-05 22:18
ORD0037,Chocolate Brownie,1,2024-03-05 22:18
ORD0038,Coleslaw,1,2024-03-12 08:08
ORD0038,  CHOCOLATE BROWNIE  ,3,2024-03-12 08:08
ORD0039,Mashed Potatoes,2,2024-03-01 17:08
ORD0040,Red Wine Glass,3,2024-03-19 12:27
ORD0040,Filet Mignon,2,2024-03-19 12:27
ORD0040,Chocolate Brownie,1,2024-03-19 12:27
ORD0041,Bacon Burger,3,2024-03-28 15:43
ORD0041,Mashed Potatoes,2,2024-03-28 15:43
ORD0041,Filet Mignon,2,2024-03-28 15:43
ORD0042,,1,2024-03-10 21:24
ORD0042,,3,2024-03-10 21:24
ORD0042,Deleted Item #404,3,2024-03-10 21:24
ORD0043,Mashed Potatoes,1,2024-03-06 14:57
ORD0044,  MASHED POTATOES  ,2,2024-03-07 17:05
ORD0045,Mashed Potatoes,1,2024-03-18 23:12
ORD0046,Lemonade,3,2024-03-25 18:44
ORD0046,New York Cheesecake,2,2024-03-25 18:44
ORD0047,Bacon Burger,2,2024-03-21 15:51
ORD0047,Mashed Potatoes,3,2024-03-21 15:51
ORD0047,French Fries,1,2024-03-21 15:51
ORD0048,Deleted Item #404,2,2024-03-19 23:44
ORD0049,Grilled Corn,1,2024-03-28 18:30
ORD0049,Bacon Burger,3,2024-03-28 18:30
ORD0049,Whiskey Sour,2,2024-03-28 18:30
ORD0050,Filet Mignon,3,2024-03-17 15:52
ORD0051,Mashed Potatoes,1,2024-03-25 17:20
ORD0051,Chicken Wings,3,2024-03-25 17:20
ORD0052,Mashed Potatoes,2,2024-03-27 13:05
ORD0052,Onion Rings,3,2024-03-27 13:05
ORD0052,Lemonade,2,2024-03-27 13:05
ORD0053,Chicken Wings,-10,2024-03-13 17:14
ORD0053,T-Bone Steak,-10,2024-03-13 17:14
ORD0054,Filet Mignon,-10,2024-03-23 23:42
ORD0055,Filet Mignon,3,2024-03-01 12:27
ORD0055,Chocolate Brownie,2,2024-03-01 12:27
ORD0056,Classic Burger,3,2024-03-03 16:05
ORD0056,Chocolate Brownie,1,2024-03-03 16:05
ORD0057,Red Wine Glass,2,2024-03-17 21:48
ORD0057,BBQ Ribs,2,2024-03-17 21:48
ORD0057,T-Bone Steak,3,2024-03-17 21:48
ORD0058,Filet Mignon,1,2024-03-29 17:33
ORD0059,Filet Mignon,2,2024-03-02 18:54
ORD0060,Red Wine Glass,2,2024-03-07 12:26
ORD0060,Classic Burger,3,2024-03-07 12:26
ORD0061,Red Wine Glass,3,2024-03-13 09:42
ORD0061,Mashed Potatoes,3,2024-03-13 09:42
ORD0062,Mashed Potatoes,1,2024-03-09 21:02
ORD0062,Wagyu Burger,2,2024-03-09 21:02
ORD0063,Red Wine Glass,2,2024-03-18 12:50
ORD0063,Filet Mignon,2,2024-03-18 12:50
ORD0063,Chicken Wings,1,2024-03-18 12:50
ORD0064,  CLASSIC BURGER  ,3,2024-03-24 23:49
ORD0064,Mashed Potatoes,3,2024-03-24 23:49
ORD0065,Chocolate Brownie,1,2024-03-24 23:35
ORD0066,Red Wine Glass,2,invalid_date_99
ORD0067,Deleted Item #404,2,2024-03-30 18:46
ORD0067,,1,2024-03-30 18:46
ORD0068,Classic Burger,2,2024-03-11 17:36
ORD0069,Bacon Burger,1,2024-03-11 14:54
ORD0069,Filet Mignon,1,2024-03-11 14:54
ORD0069,New York Cheesecake,2,2024-03-11 14:54
ORD0070,Filet Mignon,2,2024-03-03 12:34
ORD0071,Bacon Burger,3,2024-03-16 10:45
ORD0071,Mashed Potatoes,1,2024-03-16 10:45
ORD0071,T-Bone Steak,2,2024-03-16 10:45
ORD0072,Filet Mignon,1,2024-03-10 21:35
ORD0072,T-Bone Steak,1,2024-03-10 21:35
ORD0073,Mashed Potatoes,2,2024-03-22 23:59
ORD0074,French Fries,2,2024-03-08 08:06
ORD0074,Chocolate Brownie,3,2024-03-08 08:06
ORD0075,Mashed Potatoes,1,2024-03-01 15:53
ORD0075,Wagyu Burger,2,2024-03-01 15:53
ORD0076,Deleted Item #404,1,2024-03-01 14:12
ORD0076,  T-BONE STEAK  ,-10,2024-03-01 14:12
ORD0077,Mashed Potatoes,1,2024-03-20 23:46
ORD0078,French Fries,1,2024-03-08 17:13
ORD0079,  MASHED POTATOES  ,2,2024-03-10 16:25
ORD0079,  FILET MIGNON  ,1,2024-03-10 16:25
ORD0079,New York Cheesecake,1,2024-03-10 16:25
ORD0080,  CHOCOLATE BROWNIE  ,3,2024-03-04 19:04
ORD0081,T-Bone Steak,3,2024-03-24 11:49
ORD0082,Wagyu Burger,1,2024-03-29 13:37
ORD0082,Chocolate Brownie,3,2024-03-29 13:37
ORD0083,Mashed Potatoes,1,2024-03-17 23:35
ORD0083,Filet Mignon,2,2024-03-17 23:35
ORD0084,Red Wine Glass,1,2024-03-25 14:43
ORD0084,Lemonade,3,2024-03-25 14:43
ORD0085,Classic Burger,2,2024-03-09 22:36
ORD0085,Chocolate Brownie,1,2024-03-09 22:36
ORD0086,Bacon Burger,1,2024-03-19 18:23
ORD0086,Filet Mignon,3,2024-03-19 18:23
ORD0086,Wagyu Burger,1,2024-03-19 18:23
